-1.092042	-0.672497	-1
-0.514288	-1.305919	-1
0.231137	1.372429	1
-2.064377	-0.889602	-1
-1.038114	-1.430496	-1
-1.295548	-0.915001	-1
1.817496	2.679218	1
1.231519	2.534416	1
1.574521	2.014427	1
2.375691	0.762924	1
-0.106552	1.611269	1
-0.762987	-1.361036	-1
1.331372	2.240466	1
-0.704463	-0.192153	-1
1.144649	0.624803	1
-1.231684	-1.452609	-1
-1.018499	-0.979112	-1
-0.059906	0.713278	1
-0.752106	0.779876	1
-0.540704	-0.811640	-1
2.590070	1.066409	1
0.017456	-0.412393	1
-1.936538	-1.695488	-1
-1.113161	-1.611343	-1
-1.203855	-1.176346	-1
2.450200	1.824886	1
2.803911	0.244171	1
1.933446	0.827029	1
2.082717	1.247667	1
-2.106586	-0.996119	-1
0.091833	-0.167217	1
0.147417	0.992479	1
2.386662	1.307382	1
0.211277	0.876169	1
0.726096	-0.027088	-1
0.617476	1.112556	1
0.097870	1.936428	1
-1.357485	-2.544455	1
0.814666	-0.277682	1
-0.229540	-0.777562	-1
-0.950417	-0.906128	-1
1.274319	1.935182	1
0.922102	0.100308	1
1.527964	0.952189	1
1.462665	1.988093	1
-0.622539	2.175562	1
1.580124	1.317748	1
-1.404645	-0.795676	-1
-0.473685	0.070011	1
-0.298861	-1.208976	-1
1.333224	1.080590	1
0.505325	-0.308470	-1
0.119687	0.262482	1
0.953088	1.927058	1
-1.493507	-1.131498	-1
0.899430	0.347269	1
-2.250827	-1.015890	-1
-0.631505	-1.271221	-1
-0.066735	-0.494115	-1
-2.221185	-1.400818	-1
0.406908	0.035372	1
-0.051004	-0.893052	1
-0.420736	0.350383	1
0.862919	1.406077	1
0.219430	-0.927659	1
-0.702246	-1.318319	-1
-1.680174	-1.220052	-1
1.127136	2.647679	1
-1.688547	-1.179877	-1
1.526204	0.846106	1
0.217866	-0.674150	1
1.068016	2.485943	1
0.919242	1.900146	1
-1.969216	-1.238890	-1
0.783395	2.181129	1
-0.008054	0.041570	1
1.755319	0.859872	1
-1.413711	-1.990121	-1
0.744517	1.490628	1
-1.361572	-1.266997	-1
-2.408857	-1.528266	-1
0.888529	0.088866	1
0.539905	0.823284	1
0.890837	0.232039	1
-1.151274	-0.797010	-1
-2.575922	-1.533888	-1
-2.040827	-0.807338	-1
-0.788477	-0.979806	-1
-0.946082	-1.888274	-1
1.481972	1.343837	1
1.609987	-1.689951	1
0.554684	-0.456500	1
-1.341444	-1.276068	-1
0.167040	2.107143	1
-0.145786	1.298549	1
0.831283	0.931865	1
-0.497448	-0.885248	-1
1.676618	1.807925	1
-0.081724	-1.123290	-1
0.052764	-0.266686	-1
-0.614165	-0.787571	-1
-1.110838	-0.990204	-1
0.710039	-0.217005	-1
0.561912	1.681180	1
0.601326	2.055903	1
-0.090872	-0.685419	-1
1.460950	2.864690	1
1.013305	1.184884	1
-0.156734	-0.954158	-1
0.943777	1.095161	1
-2.328798	-1.351183	-1
0.717453	1.058140	1
-0.059041	0.648158	1
0.475928	-0.485111	-1
0.761479	1.550175	1
-0.414128	-0.231919	-1
-2.155523	-1.202260	-1
-0.307915	0.195532	1
-0.915791	-0.739609	-1
2.091133	1.974142	1
1.471065	2.235483	1
-2.284309	-1.688195	-1
0.842808	-0.230958	1
-0.944182	-1.519693	-1
0.460523	2.666612	1
0.611332	1.518478	1
0.371076	-1.000186	-1
-0.846352	-0.853772	-1
-0.030423	-0.074015	-1
-1.215951	-1.106924	-1
-0.431394	0.093083	1
-1.212464	-0.790649	-1
-1.795885	-1.375149	-1
1.397051	0.893034	1
-1.873489	-2.101869	-1
-2.056776	-1.490056	-1
-2.047479	-0.542147	-1
0.135626	-0.491780	-1
1.934066	0.279289	1
1.609896	0.178689	1
-1.958138	-0.366769	-1
-2.384666	-1.136854	-1
1.037397	0.446185	1
1.879917	1.743075	1
-1.342206	-0.995672	-1
2.842313	0.348613	1
-2.653071	-1.247313	-1
-0.211037	-1.117987	-1
1.290653	1.488337	1
0.379965	-0.344048	1
-1.354375	-0.796347	-1
-1.690560	-1.449690	1
-0.968964	-0.526739	-1
0.858107	-0.785482	1
-1.080084	0.519615	1
-2.281928	-1.480174	-1
-1.610224	-1.138225	-1
-1.802181	-0.822960	-1
-0.548085	-0.873267	-1
-0.047808	0.837197	1
-0.256950	-0.656876	-1
-1.913622	-1.229244	-1
0.523248	2.249656	1
2.180133	0.560810	1
0.934903	-0.333809	1
-1.251331	-0.934570	-1
-1.457174	-1.027737	-1
-1.796272	-1.317889	-1
-1.679725	-1.636912	-1
-1.489903	-1.253396	-1
2.880223	3.090665	1
1.773962	1.487751	1
1.296593	2.806804	1
-2.424928	-1.633250	-1
-2.178362	-1.140129	-1
1.687898	0.478916	1
1.385652	2.142760	1
-0.485244	-0.284882	-1
1.800175	0.777321	1
-2.016470	-1.784831	-1
-1.479600	-1.853867	-1
-1.296885	-0.547680	-1
3.177912	2.166426	1
1.019101	1.901981	1
-0.006906	-0.545773	-1
0.779928	-0.772691	1
-1.355234	-1.140543	-1
0.771411	-0.877366	-1
-2.829239	-1.018490	-1
-0.240102	0.959022	1
-1.500661	-1.200718	-1
-0.544351	-0.882076	-1
-0.303867	-0.584417	-1
-0.332288	-0.762018	-1
-2.291527	-1.336775	-1
-1.671185	-1.348882	-1
2.232767	0.155398	1
0.162689	-0.292376	-1
-3.484412	-1.220265	-1
0.663144	1.577750	1
